Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	GO Term Accession	GO Term Name	GO Term Evidence Code	GO domain	GO Term Definition
PDLIM1	10	96997329	97050781	GO:0008270	zinc ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with zinc (Zn) ions." [GOC:ai]
PDLIM1	10	96997329	97050781	GO:0005667	transcription factor complex	IEA	cellular_component	"A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription." [GOC:jl]
PDLIM1	10	96997329	97050781	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
KLHL1	13	70274726	70682591	GO:0021680	cerebellar Purkinje cell layer development	IEA	biological_process	"The process whose specific outcome is the progression of the cerebellar Purkinje cell layer over time, from its formation to the mature structure. The Purkinje cell layer lies just underneath the molecular layer of the cerebellar cortex. It contains the neuronal cell bodies of the Purkinje cells that are arranged side by side in a single layer. Candelabrum interneurons are vertically oriented between the Purkinje cells. Purkinje neurons are inhibitory and provide the output of the cerebellar cortex through axons that project into the white matter. Extensive dendritic trees from the Purkinje cells extend upward in a single plane into the molecular layer where they synapse with parallel fibers of granule cells." [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, ISBN:0838580343]
KLHL1	13	70274726	70682591	GO:0016358	dendrite development	IEA	biological_process	"The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure. A dendrite is a freely branching protoplasmic process of a nerve cell." [GOC:jl, ISBN:0198506732]
KLHL1	13	70274726	70682591	GO:0030425	dendrite	IEA	cellular_component	"A neuron projection that has a short, tapering, often branched, morphology, receives and integrates signals from other neurons or from sensory stimuli, and conducts a nerve impulse towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body." [GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]
KLHL1	13	70274726	70682591	GO:0043025	neuronal cell body	IEA	cellular_component	"The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites." [GOC:go_curators]
KLHL1	13	70274726	70682591	GO:0030036	actin cytoskeleton organization	NAS	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins." [GOC:dph, GOC:jl, GOC:mah]
KLHL1	13	70274726	70682591	GO:0003779	actin binding	NAS	molecular_function	"Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments." [GOC:clt]
KLHL1	13	70274726	70682591	GO:0007628	adult walking behavior	IEA	biological_process	"The behavior of an adult relating to the progression of that organism along the ground by the process of lifting and setting down each leg." [GOC:jid, GOC:pr, ISBN:0198606907]
KLHL1	13	70274726	70682591	GO:0005856	cytoskeleton	IEA	cellular_component	"Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles." [GOC:mah, ISBN:0198547684, PMID:16959967]
KLHL1	13	70274726	70682591	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
KLHL1	13	70274726	70682591	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
KLHL1	13	70274726	70682591	GO:0007626	locomotory behavior	IEA	biological_process	"The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions." [GOC:dph]
PRKG1	10	52750945	54058110	GO:0030553	cGMP binding	IEA	molecular_function	"Interacting selectively and non-covalently with cGMP, the nucleotide cyclic GMP (guanosine 3',5'-cyclophosphate)." [GOC:ai]
PRKG1	10	52750945	54058110	GO:0016772	transferase activity, transferring phosphorus-containing groups	IEA	molecular_function	"Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)." [GOC:jl, ISBN:0198506732]
PRKG1	10	52750945	54058110	GO:0004692	cGMP-dependent protein kinase activity	IEA	molecular_function	"Catalysis of the reaction: ATP + a protein = ADP + a phosphoprotein. This reaction requires the presence of cGMP." [GOC:mah]
PRKG1	10	52750945	54058110	GO:0004713	protein tyrosine kinase activity	IEA	molecular_function	"Catalysis of the reaction: ATP + a protein tyrosine = ADP + protein tyrosine phosphate." [EC:2.7.10]
PRKG1	10	52750945	54058110	GO:0006468	protein phosphorylation	IEA	biological_process	"The process of introducing a phosphate group on to a protein." [GOC:hb]
PRKG1	10	52750945	54058110	GO:0004672	protein kinase activity	IEA	molecular_function	"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP." [MetaCyc:PROTEIN-KINASE-RXN]
PRKG1	10	52750945	54058110	GO:0004674	protein serine/threonine kinase activity	IEA	molecular_function	"Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate." [GOC:bf]
PRKG1	10	52750945	54058110	GO:0005524	ATP binding	IEA	molecular_function	"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator." [ISBN:0198506732]
PRKG1	10	52750945	54058110	GO:0043087	regulation of GTPase activity	IMP	biological_process	"Any process that modulates the rate of GTP hydrolysis by a GTPase." [GOC:jl]
PRKG1	10	52750945	54058110	GO:0090331	negative regulation of platelet aggregation	IMP	biological_process	"Any process that decreases the rate, frequency or extent of platelet aggregation. Platelet aggregation is the adhesion of one platelet to one or more other platelets via adhesion molecules." [GOC:BHF]
PRKG1	10	52750945	54058110	GO:0030900	forebrain development	IEA	biological_process	"The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)." [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]
PRKG1	10	52750945	54058110	GO:0005246	calcium channel regulator activity	IDA	molecular_function	"Modulates the activity of a calcium channel." [GOC:mah]
PRKG1	10	52750945	54058110	GO:0004692	cGMP-dependent protein kinase activity	IDA	molecular_function	"Catalysis of the reaction: ATP + a protein = ADP + a phosphoprotein. This reaction requires the presence of cGMP." [GOC:mah]
PRKG1	10	52750945	54058110	GO:0016358	dendrite development	IEA	biological_process	"The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure. A dendrite is a freely branching protoplasmic process of a nerve cell." [GOC:jl, ISBN:0198506732]
PRKG1	10	52750945	54058110	GO:0007596	blood coagulation	TAS	biological_process	"The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers." [http://www.graylab.ac.uk/omd/, ISBN:0198506732]
PRKG1	10	52750945	54058110	GO:0006468	protein phosphorylation	TAS	biological_process	"The process of introducing a phosphate group on to a protein." [GOC:hb]
PRKG1	10	52750945	54058110	GO:0030036	actin cytoskeleton organization	TAS	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins." [GOC:dph, GOC:jl, GOC:mah]
PRKG1	10	52750945	54058110	GO:0007165	signal transduction	IEA	biological_process	"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell." [GOC:go_curators, GOC:mtg_signaling_feb11]
